Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5412","Yield","01234","Tomatoes","2021","2021","kg/ha","25066.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01234","Tomatoes","2022","2022","kg/ha","24548","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01234","Tomatoes","2023","2023","kg/ha","24057.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01970","Unmanufactured tobacco","2021","2021","kg/ha","1793.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01970","Unmanufactured tobacco","2022","2022","kg/ha","1808.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01970","Unmanufactured tobacco","2023","2023","kg/ha","1823.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01221","Watermelons","2021","2021","kg/ha","27344.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01221","Watermelons","2022","2022","kg/ha","27566.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01221","Watermelons","2023","2023","kg/ha","28777.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","2021","2021","kg/ha","3520.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","2022","2022","kg/ha","3537.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","2023","2023","kg/ha","3520.7","A","Official figure",""
